CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,DEFENSE_CATEGORY,SEASON,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT
203484,Kentavious Caldwell-Pope,1610612763,MEM,G,33.0,50,42,0.336,,,,,0.133,Less Than 6Ft,2025-26,,,,,74.0,96.0,0.771,0.638,,,,,,,,
1642845,VJ Edgecombe,1610612755,PHI,G,20.0,74,74,0.453,,,,,0.026,Less Than 10Ft,2025-26,,,,,,,,,267.0,434.0,0.615,0.59,,,,
1630178,Tyrese Maxey,1610612755,PHI,G,25.0,70,70,0.412,,,,,0.033,Less Than 10Ft,2025-26,,,,,,,,,224.0,362.0,0.619,0.585,,,,
203954,Joel Embiid,1610612755,PHI,C-F,32.0,38,38,0.502,,,,,-0.031,Less Than 10Ft,2025-26,,,,,,,,,178.0,312.0,0.571,0.602,,,,
1627759,Jaylen Brown,1610612738,BOS,G-F,29.0,71,69,0.361,,,,,-0.047,Less Than 10Ft,2025-26,,,,,,,,,156.0,291.0,0.536,0.583,,,,
1641737,Adem Bona,1610612755,PHI,F,23.0,70,66,0.504,,,,,-0.043,Less Than 10Ft,2025-26,,,,,,,,,164.0,290.0,0.566,0.608,,,,
1629731,Dean Wade,1610612739,CLE,F-C,29.0,58,56,0.489,,,,,-0.046,Less Than 10Ft,2025-26,,,,,,,,,148.0,276.0,0.536,0.583,,,,
2544,LeBron James,1610612747,LAL,F,41.0,60,60,0.463,,,,,0.014,Less Than 10Ft,2025-26,,,,,,,,,161.0,263.0,0.612,0.598,,,,
1629014,Anfernee Simons,1610612741,CHI,G,27.0,55,54,0.497,,,,,0.006,Less Than 10Ft,2025-26,,,,,,,,,143.0,243.0,0.588,0.582,,,,
203484,Kentavious Caldwell-Pope,1610612763,MEM,G,33.0,50,43,0.42,,,,,0.116,Less Than 10Ft,2025-26,,,,,,,,,85.0,120.0,0.708,0.593,,,,
1630574,Ariel Hukporti,1610612752,NYK,C,24.0,50,41,0.481,,,,,-0.115,Less Than 10Ft,2025-26,,,,,,,,,56.0,117.0,0.479,0.594,,,,
1627759,Jaylen Brown,1610612738,BOS,G-F,29.0,71,71,0.575,,,,,-0.012,Greater Than 15Ft,2025-26,,,,,,,,,,,,,164.0,463.0,0.354,0.366
1630178,Tyrese Maxey,1610612755,PHI,G,25.0,70,70,0.489,,,,,-0.017,Greater Than 15Ft,2025-26,,,,,,,,,,,,,152.0,429.0,0.354,0.371
1642845,VJ Edgecombe,1610612755,PHI,G,20.0,74,73,0.437,,,,,-0.027,Greater Than 15Ft,2025-26,,,,,,,,,,,,,144.0,419.0,0.344,0.371
2544,LeBron James,1610612747,LAL,F,41.0,60,58,0.488,,,,,0.005,Greater Than 15Ft,2025-26,,,,,,,,,,,,,103.0,277.0,0.372,0.367
203954,Joel Embiid,1610612755,PHI,C-F,32.0,38,38,0.399,,,,,-0.053,Greater Than 15Ft,2025-26,,,,,,,,,,,,,76.0,248.0,0.306,0.359
1641737,Adem Bona,1610612755,PHI,F,23.0,70,67,0.424,,,,,0.023,Greater Than 15Ft,2025-26,,,,,,,,,,,,,95.0,244.0,0.389,0.366
1629731,Dean Wade,1610612739,CLE,F-C,29.0,58,56,0.381,,,,,-0.026,Greater Than 15Ft,2025-26,,,,,,,,,,,,,74.0,215.0,0.344,0.37
1629014,Anfernee Simons,1610612741,CHI,G,27.0,55,54,0.409,,,,,-0.011,Greater Than 15Ft,2025-26,,,,,,,,,,,,,70.0,200.0,0.35,0.361
203484,Kentavious Caldwell-Pope,1610612763,MEM,G,33.0,50,48,0.483,,,,,0.066,Greater Than 15Ft,2025-26,,,,,,,,,,,,,60.0,138.0,0.435,0.368
1630574,Ariel Hukporti,1610612752,NYK,C,24.0,50,40,0.444,,,,,-0.05,Greater Than 15Ft,2025-26,,,,,,,,,,,,,33.0,108.0,0.306,0.355
