SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX,SEASON
22022,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Isolation,Offensive,0.803,66,0.23,1.071,0.502,0.191,0.097,0.182,0.037,0.53,0.509,434,465,163,325,162,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Isolation,Offensive,0.315,55,0.145,0.814,0.359,0.091,0.064,0.086,0.027,0.377,0.393,220,179,69,192,123,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Isolation,Offensive,0.539,67,0.099,0.912,0.427,0.099,0.094,0.099,0.029,0.421,0.469,171,156,61,143,82,2022-23
22022,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Isolation,Offensive,0.48,62,0.14,0.885,0.39,0.132,0.103,0.115,0.046,0.402,0.418,174,154,55,141,86,2022-23
22022,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Isolation,Offensive,0.484,60,0.073,0.886,0.379,0.076,0.089,0.076,0.0,0.392,0.447,79,70,25,66,41,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,Isolation,Offensive,0.067,77,0.016,0.583,0.333,0.083,0.167,0.083,0.0,0.25,0.389,12,7,3,9,6,2022-23
22022,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,PRBallHandler,Offensive,0.822,62,0.341,1.012,0.451,0.068,0.099,0.054,0.007,0.435,0.537,425,430,160,355,195,2022-23
22022,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,PRBallHandler,Offensive,0.831,60,0.329,1.014,0.463,0.115,0.079,0.115,0.028,0.469,0.512,356,361,137,296,159,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,PRBallHandler,Offensive,0.769,67,0.168,0.983,0.47,0.114,0.159,0.107,0.017,0.443,0.537,289,284,101,215,114,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,PRBallHandler,Offensive,0.557,55,0.208,0.896,0.446,0.101,0.168,0.098,0.028,0.408,0.502,316,283,107,240,133,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,PRBallHandler,Offensive,0.757,77,0.062,0.979,0.556,0.043,0.191,0.043,0.0,0.468,0.583,47,46,20,36,16,2022-23
22022,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,PRBallHandler,Offensive,0.111,66,0.012,0.609,0.235,0.13,0.13,0.13,0.0,0.304,0.235,23,14,4,17,13,2022-23
22022,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,PRRollman,Offensive,0.681,66,0.233,1.23,0.58,0.214,0.095,0.209,0.05,0.591,0.61,440,541,189,326,137,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,PRRollman,Offensive,0.717,55,0.045,1.246,0.587,0.087,0.043,0.072,0.04,0.58,0.643,69,86,37,63,26,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,PRRollman,Offensive,0.797,77,0.031,1.292,0.524,0.125,0.042,0.125,0.04,0.542,0.643,24,31,11,21,10,2022-23
22022,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,PRRollman,Offensive,1.0,60,0.009,2.3,0.8,0.0,0.0,0.0,0.0,0.8,1.15,10,23,8,10,2,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,PRRollman,Offensive,0.174,67,0.012,0.85,0.35,0.0,0.0,0.0,0.0,0.35,0.425,20,17,7,20,13,2022-23
22022,1629731,Dean Wade,1610612739,CLE,Cleveland Cavaliers,PRRollman,Offensive,0.033,44,0.093,0.526,0.222,0.0,0.053,0.0,0.0,0.211,0.278,19,10,4,18,14,2022-23
22022,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Postup,Offensive,0.838,66,0.159,1.133,0.538,0.273,0.123,0.233,0.05,0.57,0.538,300,340,105,195,90,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Postup,Offensive,0.413,55,0.093,0.915,0.486,0.134,0.141,0.134,0.056,0.45,0.486,142,130,54,111,57,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Postup,Offensive,0.337,67,0.02,0.886,0.5,0.029,0.143,0.029,0.029,0.43,0.5,35,31,15,30,15,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Spotup,Offensive,0.56,67,0.209,1.039,0.443,0.094,0.086,0.089,0.039,0.431,0.54,360,374,137,309,172,2022-23
22022,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Spotup,Offensive,0.861,60,0.267,1.201,0.464,0.062,0.042,0.062,0.021,0.464,0.606,289,347,123,265,142,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,Spotup,Offensive,0.701,77,0.331,1.107,0.413,0.02,0.056,0.02,0.008,0.397,0.579,252,279,97,235,138,2022-23
22022,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Spotup,Offensive,0.804,62,0.191,1.16,0.422,0.025,0.038,0.025,0.008,0.416,0.591,238,276,95,225,130,2022-23
22022,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Spotup,Offensive,0.883,66,0.112,1.218,0.517,0.161,0.076,0.161,0.062,0.521,0.603,211,257,90,174,84,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.581,55,0.095,1.049,0.388,0.014,0.028,0.014,0.007,0.382,0.536,144,151,54,139,85,2022-23
22022,1629731,Dean Wade,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.636,44,0.569,1.078,0.377,0.043,0.052,0.043,0.009,0.379,0.552,116,125,40,106,66,2022-23
22022,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.964,62,0.061,1.342,0.537,0.053,0.066,0.039,0.0,0.526,0.687,76,102,36,67,31,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Handoff,Offensive,0.455,67,0.051,0.909,0.385,0.159,0.136,0.148,0.034,0.409,0.438,88,80,25,65,40,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,Handoff,Offensive,0.357,77,0.115,0.852,0.427,0.068,0.102,0.068,0.023,0.409,0.447,88,75,32,75,43,2022-23
22022,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Handoff,Offensive,0.386,60,0.056,0.867,0.368,0.05,0.0,0.033,0.0,0.4,0.404,60,52,21,57,36,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Handoff,Offensive,0.218,55,0.034,0.765,0.326,0.039,0.078,0.039,0.02,0.314,0.402,51,39,15,46,31,2022-23
22022,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Cut,Offensive,0.548,66,0.055,1.327,0.68,0.25,0.077,0.25,0.048,0.673,0.68,104,138,51,75,24,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Cut,Offensive,0.983,55,0.045,1.797,0.869,0.174,0.014,0.174,0.072,0.87,0.869,69,124,53,61,8,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Cut,Offensive,0.351,67,0.055,1.223,0.608,0.138,0.053,0.128,0.032,0.606,0.608,94,115,48,79,31,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,Cut,Offensive,0.28,77,0.06,1.196,0.6,0.217,0.109,0.217,0.087,0.587,0.6,46,55,21,35,14,2022-23
22022,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Cut,Offensive,0.595,62,0.014,1.353,0.667,0.118,0.0,0.118,0.0,0.706,0.667,17,23,10,15,5,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,OffScreen,Offensive,0.383,67,0.098,0.923,0.41,0.054,0.101,0.054,0.012,0.393,0.497,168,155,59,144,85,2022-23
22022,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,OffScreen,Offensive,0.478,62,0.067,0.952,0.385,0.012,0.06,0.012,0.0,0.369,0.5,84,80,30,78,48,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,OffScreen,Offensive,0.771,77,0.054,1.122,0.515,0.073,0.122,0.049,0.0,0.488,0.606,41,46,17,33,16,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,OffScreen,Offensive,0.779,55,0.02,1.133,0.423,0.067,0.067,0.067,0.0,0.433,0.558,30,34,11,26,15,2022-23
22022,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,OffScreen,Offensive,0.04,60,0.015,0.563,0.2,0.0,0.063,0.0,0.0,0.188,0.3,16,9,3,15,12,2022-23
22022,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Transition,Offensive,0.756,67,0.23,1.253,0.63,0.149,0.096,0.147,0.035,0.603,0.669,395,495,195,311,116,2022-23
22022,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Transition,Offensive,0.687,55,0.247,1.216,0.64,0.205,0.139,0.195,0.061,0.595,0.667,375,456,171,269,98,2022-23
22022,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Transition,Offensive,0.929,60,0.194,1.433,0.62,0.186,0.052,0.171,0.076,0.629,0.702,210,301,109,176,67,2022-23
22022,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,Transition,Offensive,0.501,77,0.272,1.121,0.5,0.101,0.126,0.097,0.01,0.483,0.621,207,232,81,161,80,2022-23
22022,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Transition,Offensive,0.681,66,0.085,1.211,0.62,0.211,0.124,0.217,0.025,0.602,0.655,161,195,68,110,42,2022-23
22022,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.359,62,0.137,1.059,0.5,0.088,0.135,0.076,0.029,0.459,0.573,170,180,68,137,69,2022-23
22022,1629731,Dean Wade,1610612739,CLE,Cleveland Cavaliers,Transition,Offensive,0.85,44,0.162,1.333,0.6,0.091,0.03,0.061,0.03,0.576,0.7,33,44,18,30,12,2022-23
22023,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Isolation,Offensive,0.75,39,0.194,1.039,0.481,0.163,0.069,0.15,0.034,0.511,0.489,233,242,90,187,97,2023-24
22023,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Isolation,Offensive,0.541,70,0.138,0.947,0.41,0.136,0.061,0.127,0.053,0.43,0.459,228,216,80,195,115,2023-24
22023,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Isolation,Offensive,0.357,70,0.13,0.845,0.349,0.105,0.046,0.105,0.041,0.37,0.4,219,185,68,195,127,2023-24
22023,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Isolation,Offensive,0.598,69,0.107,0.969,0.468,0.111,0.136,0.105,0.025,0.444,0.54,162,157,59,126,67,2023-24
22023,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Isolation,Offensive,0.402,46,0.162,0.868,0.384,0.09,0.096,0.09,0.012,0.395,0.438,167,145,53,138,85,2023-24
22023,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,PRBallHandler,Offensive,0.879,70,0.35,1.005,0.444,0.097,0.088,0.092,0.032,0.44,0.51,588,591,221,498,277,2023-24
22023,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,PRBallHandler,Offensive,0.681,46,0.399,0.922,0.435,0.08,0.144,0.073,0.012,0.409,0.5,411,379,141,324,183,2023-24
22023,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,PRBallHandler,Offensive,0.639,70,0.187,0.909,0.481,0.123,0.195,0.114,0.019,0.435,0.53,308,280,104,216,112,2023-24
22023,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,PRBallHandler,Offensive,0.72,69,0.163,0.935,0.48,0.069,0.154,0.053,0.016,0.425,0.526,247,231,94,196,102,2023-24
22023,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,PRBallHandler,Offensive,0.307,76,0.086,0.767,0.37,0.083,0.167,0.083,0.017,0.35,0.402,60,46,17,46,29,2023-24
22023,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,PRBallHandler,Offensive,1.0,39,0.012,1.6,0.571,0.067,0.0,0.067,0.0,0.6,0.75,15,24,8,14,6,2023-24
22023,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,PRRollman,Offensive,0.478,39,0.161,1.108,0.51,0.165,0.108,0.144,0.01,0.531,0.556,194,215,73,143,70,2023-24
22023,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,PRRollman,Offensive,0.709,70,0.063,1.272,0.619,0.136,0.117,0.136,0.068,0.573,0.69,103,131,52,84,32,2023-24
22023,1629731,Dean Wade,1610612739,CLE,Cleveland Cavaliers,PRRollman,Offensive,0.112,54,0.091,0.792,0.238,0.125,0.0,0.125,0.0,0.333,0.333,24,19,5,21,16,2023-24
22023,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,PRRollman,Offensive,0.912,70,0.007,1.455,0.625,0.273,0.091,0.273,0.091,0.636,0.75,11,16,5,8,3,2023-24
22023,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,PRRollman,Offensive,0.163,76,0.023,0.875,0.357,0.063,0.063,0.063,0.0,0.375,0.429,16,14,5,14,9,2023-24
22023,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Postup,Offensive,0.815,39,0.189,1.141,0.564,0.216,0.123,0.194,0.026,0.577,0.564,227,259,88,156,68,2023-24
22023,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Postup,Offensive,0.596,70,0.106,1.006,0.518,0.144,0.109,0.115,0.04,0.506,0.518,174,175,71,137,66,2023-24
22023,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Postup,Offensive,0.675,69,0.091,1.051,0.56,0.138,0.109,0.13,0.036,0.529,0.56,138,145,61,109,48,2023-24
22023,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,Spotup,Offensive,0.819,76,0.324,1.163,0.429,0.031,0.04,0.031,0.004,0.427,0.592,227,264,91,212,121,2023-24
22023,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Spotup,Offensive,0.472,69,0.166,1.024,0.392,0.075,0.028,0.071,0.024,0.409,0.496,252,258,91,232,141,2023-24
22023,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Spotup,Offensive,0.864,70,0.128,1.181,0.442,0.074,0.028,0.065,0.019,0.46,0.574,215,254,87,197,110,2023-24
22023,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.784,70,0.098,1.148,0.463,0.049,0.08,0.049,0.037,0.432,0.609,162,186,68,147,79,2023-24
22023,1629731,Dean Wade,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.872,54,0.534,1.184,0.401,0.007,0.021,0.0,0.0,0.397,0.602,141,167,55,137,82,2023-24
22023,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Spotup,Offensive,0.787,46,0.137,1.149,0.41,0.028,0.028,0.028,0.007,0.411,0.578,141,162,55,134,79,2023-24
22023,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Spotup,Offensive,0.835,39,0.097,1.171,0.511,0.12,0.103,0.103,0.009,0.513,0.614,117,137,47,92,45,2023-24
22023,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Handoff,Offensive,0.7,70,0.093,1.019,0.42,0.102,0.045,0.096,0.025,0.446,0.489,157,160,58,138,80,2023-24
22023,203484,Kentavious Caldwell-Pope,1610612743,DEN,Denver Nuggets,Handoff,Offensive,0.45,76,0.143,0.91,0.432,0.04,0.09,0.03,0.01,0.41,0.477,100,91,38,88,50,2023-24
22023,2544,LeBron James,1610612747,LAL,Los Angeles Lakers,Handoff,Offensive,0.821,70,0.033,1.109,0.468,0.055,0.109,0.055,0.018,0.436,0.596,55,61,22,47,25,2023-24
22023,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,Handoff,Offensive,0.796,46,0.049,1.098,0.439,0.118,0.118,0.098,0.039,0.431,0.561,51,56,18,41,23,2023-24
22023,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Handoff,Offensive,0.739,39,0.044,1.038,0.537,0.094,0.17,0.094,0.038,0.472,0.585,53,55,22,41,19,2023-24
22023,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,Handoff,Offensive,0.283,69,0.043,0.788,0.377,0.106,0.136,0.106,0.045,0.348,0.415,66,52,20,53,33,2023-24
